,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
32587,Tijuca,3,1,0,175,2500.0,1120.0,0.0
32590,Recreio dos Bandeirantes,3,1,2,74,1750.0,935.0,1750.0
32592,Copacabana,3,0,1,200,2800.0,1560.0,0.0
32602,Tijuca,3,0,0,87,1500.0,600.0,100.0
32611,Freguesia (Jacarepaguá),3,2,1,132,1900.0,1115.0,137.0
32612,Flamengo,3,0,0,100,2500.0,980.0,105.0
32621,Recreio dos Bandeirantes,3,2,1,110,1600.0,1000.0,154.0
32629,Gávea,3,0,1,120,2900.0,980.0,0.0
32630,Recreio dos Bandeirantes,3,0,1,114,2100.0,465.0,218.0
32634,Recreio dos Bandeirantes,3,1,1,83,2000.0,900.0,160.0
32645,Tijuca,3,2,1,108,2499.0,730.0,150.0
32659,Recreio dos Bandeirantes,3,1,1,78,1900.0,294.0,0.0
32690,Jardim Guanabara,3,1,0,71,1950.0,480.0,0.0
32692,Barra da Tijuca,3,2,1,85,2500.0,800.0,233.0
32699,Recreio dos Bandeirantes,3,2,1,100,2000.0,650.0,0.0
32713,Freguesia (Jacarepaguá),3,1,1,117,1990.0,980.0,153.0
32757,Jacarepaguá,3,1,1,71,1900.0,650.0,0.0
32766,Recreio dos Bandeirantes,3,1,1,90,1800.0,750.0,150.0
32767,Recreio dos Bandeirantes,3,2,1,90,2000.0,860.0,90.0
32790,Copacabana,3,0,1,125,2800.0,645.0,364.0
32815,Méier,3,0,0,79,1600.0,270.0,0.0
32824,Sampaio,3,0,0,97,1300.0,150.0,39.0
32878,Tijuca,3,1,0,75,1900.0,860.0,141.0
32901,Recreio dos Bandeirantes,3,2,1,113,2100.0,611.0,0.0
32919,Recreio dos Bandeirantes,3,2,1,100,2500.0,650.0,1864.0
32921,Recreio dos Bandeirantes,3,2,1,115,2000.0,482.0,166.0
32941,Barra da Tijuca,3,2,0,98,2300.0,887.0,177.0
32944,Recreio dos Bandeirantes,3,2,1,88,1550.0,790.0,0.0
32956,Jacarepaguá,3,1,2,78,1800.0,800.0,40.0
